enq_qdepth1,deq_timedelta1,deq_qdepth1, enq_qdepth2, deq_timedelta2, deq_qdepth2,enq_qdepth3,deq_timedelta3,deq_qdepth3,Buffer,ReportedBitrate,FPS,CalcBitrate,q_size
1.0,1437.0,4.0,0.0,33.0,0.0,0.0,58.0,0.0,7.0,985.0,19.0,177313.0,1.0
1.0,2518.0,2.0,0.0,44.0,0.0,0.0,58.0,0.0,7.0,1818.0,24.0,85115.0,1.0
13.0,4964.0,16.0,0.0,42.0,0.0,0.0,41.0,0.0,7.0,651.0,18.0,93420.0,1.0
1.0,1153.0,1.0,0.0,46.0,0.0,0.0,33.0,0.0,7.0,1847.0,24.0,105651.0,1.0
10.0,550.0,4.0,0.0,42.0,0.0,0.0,63.0,0.0,7.0,1345.0,21.0,484090.0,1.0
0.0,1205.0,0.0,0.0,31.0,0.0,0.0,28.0,0.0,7.0,1681.0,23.0,69634.0,1.0
3.0,2389.0,2.0,0.0,37.0,0.0,0.0,43.0,0.0,7.0,1849.0,24.0,96927.0,1.0
1.0,5237.0,11.0,0.0,47.0,0.0,0.0,30.0,0.0,7.0,1842.0,24.0,85803.0,1.0
12.0,2886.0,6.0,0.0,44.0,0.0,0.0,75.0,0.0,7.0,1880.0,24.0,162486.0,1.0
9.0,1731.0,5.0,0.0,47.0,0.0,0.0,72.0,0.0,7.0,3304.0,30.0,238021.0,1.0
2.0,3159.0,4.0,0.0,40.0,0.0,0.0,59.0,0.0,7.0,1841.0,24.0,124215.0,1.0
2.0,5576.0,15.0,0.0,56.0,0.0,0.0,33.0,0.0,7.0,652.0,18.0,127399.0,1.0
9.0,3831.0,3.0,0.0,50.0,0.0,0.0,40.0,0.0,7.0,1858.0,24.0,106093.0,1.0
13.0,4218.0,4.0,0.0,33.0,0.0,0.0,85.0,0.0,7.0,1887.0,24.0,89494.0,1.0
5.0,813.0,0.0,0.0,47.0,0.0,0.0,71.0,0.0,7.0,3253.0,30.0,222662.0,1.0
3.0,443.0,1.0,0.0,28.0,0.0,0.0,47.0,0.0,7.0,1219.0,20.0,221782.0,1.0
2.0,3644.0,3.0,0.0,44.0,0.0,0.0,43.0,0.0,7.0,1826.0,24.0,76842.0,1.0
0.0,2136.0,9.0,0.0,38.0,0.0,0.0,59.0,0.0,7.0,720.0,18.0,165254.0,1.0
7.0,1653.0,2.0,0.0,43.0,0.0,0.0,74.0,0.0,7.0,1925.0,24.0,107605.0,1.0
1.0,2010.0,1.0,0.0,53.0,0.0,0.0,66.0,0.0,7.0,1777.0,24.0,89577.0,1.0
12.0,3259.0,3.0,0.0,38.0,0.0,0.0,77.0,0.0,7.0,1869.0,24.0,125283.0,1.0
4.0,2504.0,2.0,0.0,37.0,0.0,0.0,37.0,0.0,7.0,3212.0,30.0,149255.0,1.0
8.0,721.0,3.0,0.0,50.0,0.0,0.0,33.0,0.0,7.0,1622.0,22.0,131446.0,1.0
0.0,1594.0,1.0,0.0,38.0,0.0,0.0,25.0,0.0,7.0,1823.0,24.0,82873.0,1.0
1.0,662.0,2.0,0.0,42.0,0.0,0.0,41.0,0.0,7.0,1330.0,21.0,158402.0,1.0
3.0,4300.0,6.0,0.0,26.0,0.0,0.0,38.0,0.0,7.0,1838.0,24.0,110337.0,1.0
10.0,4203.0,3.0,0.0,33.0,0.0,0.0,81.0,0.0,7.0,1836.0,24.0,70536.0,1.0
5.0,414.0,1.0,0.0,80.0,0.0,0.0,62.0,0.0,8.0,1870.0,24.0,263835.0,1.0
1.0,3353.0,7.0,0.0,47.0,0.0,0.0,31.0,0.0,8.0,1853.0,24.0,127288.0,1.0
2.0,4137.0,17.0,0.0,43.0,0.0,0.0,29.0,0.0,8.0,2104.0,25.0,266558.0,1.0
0.0,524.0,0.0,0.0,61.0,0.0,0.0,24.0,0.0,8.0,1847.0,24.0,202248.0,1.0
7.0,1305.0,2.0,0.0,52.0,0.0,0.0,55.0,0.0,8.0,1840.0,24.0,188747.0,1.0
3.0,5485.0,13.0,0.0,52.0,0.0,0.0,25.0,0.0,8.0,2278.0,26.0,110706.0,1.0
1.0,678.0,1.0,0.0,52.0,0.0,0.0,52.0,0.0,8.0,1628.0,23.0,215170.0,1.0
2.0,2924.0,4.0,0.0,44.0,0.0,0.0,54.0,0.0,8.0,1836.0,24.0,113594.0,1.0
5.0,3370.0,9.0,0.0,57.0,0.0,0.0,43.0,0.0,8.0,1851.0,24.0,230657.0,1.0
1.0,882.0,7.0,0.0,44.0,0.0,0.0,46.0,0.0,8.0,932.0,19.0,263899.0,1.0
5.0,5928.0,13.0,0.0,32.0,0.0,0.0,68.0,0.0,8.0,1848.0,24.0,71876.0,1.0
1.0,531.0,0.0,0.0,48.0,0.0,0.0,22.0,0.0,8.0,1844.0,24.0,200267.0,1.0
3.0,2347.0,2.0,0.0,44.0,0.0,0.0,83.0,0.0,8.0,1841.0,24.0,161276.0,1.0
13.0,4609.0,15.0,0.0,44.0,0.0,0.0,51.0,0.0,8.0,652.0,18.0,212759.0,1.0
10.0,4633.0,18.0,0.0,40.0,0.0,0.0,43.0,0.0,8.0,1906.0,24.0,255896.0,1.0
3.0,282.0,1.0,0.0,74.0,0.0,0.0,65.0,0.0,8.0,1874.0,24.0,247822.0,1.0
6.0,1884.0,2.0,0.0,27.0,0.0,0.0,47.0,0.0,8.0,3306.0,30.0,309604.0,1.0
2.0,1484.0,1.0,0.0,52.0,0.0,0.0,80.0,0.0,8.0,1853.0,24.0,178505.0,1.0
0.0,509.0,0.0,0.0,53.0,0.0,0.0,32.0,0.0,8.0,1878.0,24.0,229609.0,1.0
2.0,5248.0,17.0,0.0,44.0,0.0,0.0,26.0,0.0,8.0,1872.0,24.0,255004.0,1.0
1.0,1129.0,1.0,0.0,38.0,0.0,0.0,37.0,0.0,8.0,1821.0,24.0,120199.0,1.0
1.0,3166.0,5.0,0.0,44.0,0.0,0.0,36.0,0.0,8.0,1842.0,24.0,150332.0,1.0
1.0,1166.0,1.0,0.0,40.0,0.0,0.0,40.0,0.0,8.0,1854.0,24.0,145639.0,1.0
10.0,5266.0,10.0,0.0,32.0,0.0,0.0,68.0,0.0,8.0,650.0,18.0,133077.0,1.0
3.0,1493.0,2.0,0.0,45.0,0.0,0.0,55.0,0.0,8.0,1826.0,24.0,210538.0,1.0
11.0,5225.0,14.0,0.0,38.0,0.0,0.0,26.0,0.0,8.0,659.0,18.0,87643.0,1.0
4.0,6164.0,17.0,0.0,37.0,0.0,0.0,44.0,0.0,8.0,1984.0,25.0,98425.0,1.0
0.0,427.0,0.0,0.0,62.0,0.0,0.0,63.0,0.0,8.0,1812.0,24.0,325844.0,1.0
3.0,502.0,1.0,0.0,56.0,0.0,0.0,32.0,0.0,8.0,1871.0,24.0,154058.0,1.0
11.0,2948.0,4.0,0.0,42.0,0.0,0.0,87.0,0.0,8.0,1875.0,24.0,120478.0,1.0
8.0,2692.0,13.0,0.0,44.0,0.0,0.0,82.0,0.0,8.0,692.0,18.0,282592.0,1.0
11.0,3093.0,7.0,0.0,62.0,0.0,0.0,56.0,0.0,8.0,1851.0,24.0,165708.0,1.0
6.0,428.0,1.0,0.0,49.0,0.0,0.0,47.0,0.0,8.0,1847.0,24.0,185999.0,1.0
7.0,888.0,1.0,0.0,52.0,0.0,0.0,31.0,0.0,8.0,1875.0,24.0,161788.0,1.0
4.0,2092.0,2.0,0.0,37.0,0.0,0.0,91.0,0.0,8.0,1851.0,24.0,181172.0,1.0
3.0,4070.0,8.0,0.0,48.0,0.0,0.0,45.0,0.0,8.0,1862.0,24.0,191359.0,1.0
4.0,926.0,1.0,0.0,63.0,0.0,0.0,63.0,0.0,8.0,1847.0,24.0,204127.0,1.0
3.0,2513.0,2.0,0.0,35.0,0.0,0.0,46.0,0.0,8.0,1851.0,24.0,115159.0,1.0
3.0,5542.0,15.0,0.0,60.0,0.0,0.0,30.0,0.0,8.0,1959.0,24.0,149008.0,1.0
11.0,1572.0,3.0,0.0,58.0,0.0,0.0,58.0,0.0,8.0,1885.0,24.0,224881.0,1.0
4.0,562.0,0.0,0.0,47.0,0.0,0.0,57.0,0.0,8.0,1856.0,24.0,189340.0,1.0
0.0,386.0,1.0,0.0,49.0,0.0,0.0,24.0,0.0,8.0,1887.0,24.0,263048.0,1.0
0.0,433.0,1.0,0.0,57.0,0.0,0.0,26.0,0.0,8.0,1856.0,24.0,139531.0,1.0
5.0,708.0,0.0,0.0,36.0,0.0,0.0,49.0,0.0,8.0,1838.0,24.0,114056.0,1.0
2.0,335.0,1.0,0.0,74.0,0.0,0.0,53.0,0.0,8.0,1874.0,24.0,248020.0,1.0
1.0,1167.0,2.0,0.0,47.0,0.0,0.0,50.0,0.0,8.0,1833.0,24.0,181560.0,1.0
2.0,232.0,0.0,0.0,65.0,0.0,0.0,67.0,0.0,8.0,1879.0,24.0,259067.0,1.0
1.0,906.0,2.0,0.0,52.0,0.0,0.0,54.0,0.0,8.0,1412.0,22.0,209766.0,1.0
11.0,1681.0,1.0,0.0,45.0,0.0,0.0,54.0,0.0,8.0,3303.0,30.0,331749.0,1.0
5.0,1822.0,1.0,0.0,29.0,0.0,0.0,57.0,0.0,8.0,1834.0,24.0,152243.0,1.0
4.0,6489.0,14.0,0.0,32.0,0.0,0.0,60.0,0.0,8.0,1881.0,24.0,68532.0,1.0
5.0,2303.0,3.0,0.0,37.0,0.0,0.0,33.0,0.0,8.0,3169.0,29.0,212726.0,1.0
5.0,3468.0,8.0,0.0,46.0,0.0,0.0,43.0,0.0,8.0,1849.0,24.0,155780.0,1.0
4.0,6278.0,15.0,0.0,35.0,0.0,0.0,57.0,0.0,8.0,1864.0,24.0,75509.0,1.0
10.0,5018.0,15.0,0.0,58.0,0.0,0.0,67.0,0.0,8.0,1871.0,24.0,211126.0,1.0
8.0,4698.0,3.0,0.0,55.0,0.0,0.0,30.0,0.0,8.0,3304.0,30.0,168757.0,1.0
1.0,4066.0,7.0,0.0,46.0,0.0,0.0,35.0,0.0,8.0,774.0,19.0,129614.0,1.0
8.0,507.0,1.0,0.0,47.0,0.0,0.0,59.0,0.0,8.0,1932.0,24.0,233785.0,1.0
3.0,4294.0,13.0,0.0,51.0,0.0,0.0,34.0,0.0,8.0,2232.0,26.0,224280.0,1.0
3.0,4671.0,12.0,0.0,41.0,0.0,0.0,41.0,0.0,8.0,668.0,18.0,82258.0,1.0
2.0,340.0,0.0,0.0,46.0,0.0,0.0,53.0,0.0,8.0,1838.0,24.0,174038.0,1.0
6.0,5373.0,16.0,0.0,46.0,0.0,0.0,54.0,0.0,8.0,1875.0,24.0,227948.0,1.0
9.0,1292.0,3.0,0.0,45.0,0.0,0.0,59.0,0.0,8.0,1851.0,24.0,218483.0,1.0
4.0,5302.0,18.0,0.0,43.0,0.0,0.0,26.0,0.0,8.0,1902.0,24.0,209917.0,1.0
0.0,1862.0,2.0,0.0,49.0,0.0,0.0,31.0,0.0,8.0,1854.0,24.0,144780.0,1.0
2.0,1013.0,1.0,0.0,41.0,0.0,0.0,61.0,0.0,8.0,1703.0,23.0,110108.0,1.0
8.0,4846.0,11.0,0.0,48.0,0.0,0.0,36.0,0.0,8.0,1858.0,24.0,195430.0,1.0
6.0,2939.0,4.0,0.0,31.0,0.0,0.0,71.0,0.0,8.0,1833.0,24.0,139758.0,1.0
1.0,564.0,1.0,0.0,59.0,0.0,0.0,37.0,0.0,8.0,1848.0,24.0,161908.0,1.0
1.0,846.0,1.0,0.0,69.0,0.0,0.0,101.0,0.0,8.0,3263.0,30.0,260152.0,1.0
12.0,4122.0,9.0,0.0,37.0,0.0,0.0,68.0,0.0,8.0,1862.0,24.0,125763.0,1.0
6.0,970.0,4.0,0.0,75.0,0.0,0.0,48.0,0.0,8.0,1871.0,24.0,255733.0,1.0
6.0,289.0,1.0,0.0,35.0,0.0,0.0,43.0,0.0,8.0,1718.0,23.0,388331.0,1.0
9.0,5517.0,17.0,0.0,39.0,0.0,0.0,34.0,0.0,8.0,1866.0,24.0,134962.0,1.0
1.0,1979.0,2.0,0.0,41.0,0.0,0.0,36.0,0.0,8.0,1842.0,24.0,120707.0,1.0
5.0,1173.0,2.0,0.0,70.0,0.0,0.0,50.0,0.0,8.0,1844.0,24.0,222560.0,1.0
2.0,4972.0,18.0,0.0,42.0,0.0,0.0,25.0,0.0,8.0,2049.0,25.0,282873.0,1.0
2.0,5316.0,10.0,0.0,29.0,0.0,0.0,63.0,0.0,8.0,644.0,18.0,100706.0,1.0
14.0,3659.0,3.0,0.0,28.0,0.0,0.0,79.0,0.0,8.0,1850.0,24.0,126513.0,1.0
2.0,707.0,1.0,0.0,52.0,0.0,0.0,35.0,0.0,8.0,1850.0,24.0,125448.0,1.0
13.0,5117.0,9.0,0.0,26.0,0.0,0.0,80.0,0.0,8.0,1834.0,24.0,136496.0,1.0
1.0,2147.0,1.0,0.0,45.0,0.0,0.0,81.0,0.0,8.0,1744.0,24.0,115525.0,1.0
2.0,411.0,1.0,0.0,51.0,0.0,0.0,21.0,0.0,8.0,1820.0,24.0,154842.0,1.0
2.0,1861.0,2.0,0.0,31.0,0.0,0.0,44.0,0.0,8.0,1844.0,24.0,166856.0,1.0
1.0,2018.0,3.0,0.0,46.0,0.0,0.0,41.0,0.0,8.0,1845.0,24.0,144561.0,1.0
9.0,5484.0,15.0,0.0,46.0,0.0,0.0,42.0,0.0,8.0,1874.0,24.0,146514.0,1.0
6.0,1300.0,0.0,0.0,48.0,0.0,0.0,52.0,0.0,8.0,3297.0,30.0,227006.0,1.0
3.0,4342.0,8.0,0.0,46.0,0.0,0.0,40.0,0.0,8.0,1844.0,24.0,119466.0,1.0
9.0,5246.0,10.0,0.0,52.0,0.0,0.0,39.0,0.0,8.0,3304.0,30.0,254112.0,1.0
6.0,4601.0,17.0,0.0,36.0,0.0,0.0,33.0,0.0,8.0,1873.0,24.0,199036.0,1.0
9.0,1121.0,1.0,0.0,31.0,0.0,0.0,39.0,0.0,8.0,1163.0,20.0,136527.0,1.0
6.0,223.0,1.0,0.0,65.0,0.0,0.0,44.0,0.0,8.0,1860.0,24.0,219788.0,1.0
13.0,1605.0,4.0,0.0,46.0,0.0,0.0,78.0,0.0,8.0,1846.0,24.0,228360.0,1.0
1.0,5045.0,15.0,0.0,53.0,0.0,0.0,31.0,0.0,8.0,1870.0,24.0,149536.0,1.0
2.0,467.0,1.0,0.0,53.0,0.0,0.0,58.0,0.0,8.0,1835.0,24.0,181788.0,1.0
0.0,1521.0,2.0,0.0,50.0,0.0,0.0,32.0,0.0,9.0,1868.0,24.0,251741.0,1.0
9.0,4494.0,15.0,0.0,57.0,0.0,0.0,47.0,0.0,9.0,1866.0,24.0,275974.0,1.0
11.0,3769.0,10.0,0.0,36.0,0.0,0.0,51.0,0.0,9.0,1863.0,24.0,280874.0,1.0
4.0,2802.0,7.0,0.0,59.0,0.0,0.0,60.0,0.0,9.0,1842.0,24.0,186686.0,1.0
2.0,2059.0,3.0,0.0,47.0,0.0,0.0,39.0,0.0,9.0,1862.0,24.0,255206.0,1.0
0.0,687.0,0.0,0.0,49.0,0.0,0.0,35.0,0.0,9.0,1818.0,24.0,225368.0,1.0
6.0,2473.0,1.0,0.0,72.0,0.0,0.0,54.0,0.0,9.0,3301.0,30.0,299946.0,1.0
1.0,355.0,0.0,0.0,48.0,0.0,0.0,39.0,0.0,9.0,1849.0,24.0,171223.0,1.0
7.0,4858.0,9.0,0.0,28.0,0.0,0.0,43.0,0.0,9.0,1830.0,24.0,154544.0,1.0
6.0,5970.0,11.0,0.0,46.0,0.0,0.0,41.0,0.0,9.0,1881.0,24.0,230985.0,1.0
3.0,6109.0,11.0,0.0,28.0,0.0,0.0,31.0,0.0,9.0,1868.0,24.0,129711.0,1.0
3.0,5048.0,11.0,0.0,34.0,0.0,0.0,34.0,0.0,9.0,1864.0,24.0,179634.0,1.0
10.0,3821.0,16.0,0.0,56.0,0.0,0.0,40.0,0.0,9.0,1862.0,24.0,246704.0,1.0
10.0,3932.0,13.0,0.0,46.0,0.0,0.0,43.0,0.0,9.0,1894.0,24.0,224083.0,1.0
11.0,2371.0,4.0,0.0,39.0,0.0,0.0,59.0,0.0,9.0,1870.0,24.0,287241.0,1.0
2.0,4487.0,13.0,0.0,49.0,0.0,0.0,29.0,0.0,9.0,1957.0,26.0,610727.0,1.0
3.0,660.0,2.0,0.0,64.0,0.0,0.0,47.0,0.0,9.0,1852.0,24.0,242115.0,1.0
0.0,251.0,0.0,0.0,62.0,0.0,0.0,25.0,0.0,9.0,1851.0,24.0,272618.0,1.0
8.0,4544.0,13.0,0.0,47.0,0.0,0.0,41.0,0.0,9.0,1850.0,24.0,238732.0,1.0
2.0,1682.0,2.0,0.0,42.0,0.0,0.0,43.0,0.0,9.0,1854.0,24.0,245762.0,1.0
2.0,3069.0,7.0,0.0,42.0,0.0,0.0,40.0,0.0,9.0,1863.0,24.0,239149.0,1.0
2.0,3842.0,10.0,0.0,56.0,0.0,0.0,40.0,0.0,9.0,1864.0,24.0,232669.0,1.0
